"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"117843","Répertoire de musiques jazz/blues","Domaines d'expertise","Arts et culture","","N"
"117844","Répertoire de musiques pop/rock","Domaines d'expertise","Arts et culture","","N"
"117845","Répertoire de musiques urbaines","Domaines d'expertise","Arts et culture","","N"
"117846","Répertoire de musiques reggae","Domaines d'expertise","Arts et culture","","N"
"117853","Cornet","Produits, outils et matières","Instruments de musique","","N"
"117861","Types de marionnettes de théâtre","Produits, outils et matières","Produits finis, services","","N"
"117864","Techniques de domptage d'animaux","Domaines d'expertise","Agriculture","","N"
"117866","Techniques d'antipodisme","Domaines d'expertise","Arts et culture","","N"
"117867","Spectacle de feu","Domaines d'expertise","Arts et culture","","N"
"117873","Utilisation de caméra portable (à l'épaule)","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117875","Utilisation de systèmes de contrôle électronique des grues","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117876","Utilisation d'équipement Steadicam","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117878","Utilisation d'équipement caméra sur trépied","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117879","Utilisation d'équipement engin télécommandé de prise de vue","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117880","Utilisation d'équipement plateau banc-titre","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"117883","Modalités d'approvisionnement de machines de production et transformation des fils","Normes et procédés","Méthodes, procédés, procédures","","N"
"117884","Modalités d'approvisionnement de distributeurs de monnaie","Normes et procédés","Méthodes, procédés, procédures","","N"
"117885","Modalités d'approvisionnement de distributeurs de titres de transport","Normes et procédés","Méthodes, procédés, procédures","","N"
"117886","Procédures de maintenance de distributeurs de monnaie","Normes et procédés","Méthodes, procédés, procédures","","N"
"117887","Procédures de maintenance de distributeurs de titres de transport","Normes et procédés","Méthodes, procédés, procédures","","N"
"117892","Photographie argentique","Domaines d'expertise","Arts et culture","","N"
"117893","Photographie couleur","Domaines d'expertise","Arts et culture","","N"
"117894","Photographie numérique","Domaines d'expertise","Arts et culture","","O"
"117895","Procédures de maintenance de distributeurs automatiques de consommables","Normes et procédés","Méthodes, procédés, procédures","","N"
"117896","Photographie petit format","Domaines d'expertise","Arts et culture","","N"
"117897","Photographie grand format","Domaines d'expertise","Arts et culture","","N"
"117898","Photographie noir et blanc","Domaines d'expertise","Arts et culture","","N"
"117899","Photographie moyen format","Domaines d'expertise","Arts et culture","","N"
"117904","Procédures de maintenance de distributeurs automatiques","Normes et procédés","Méthodes, procédés, procédures","","N"
"117905","Modalités d'approvisionnement de distributeurs automatiques","Normes et procédés","Méthodes, procédés, procédures","","N"
"117906","Procédures de maintenance de distributeurs de machines à sous","Normes et procédés","Méthodes, procédés, procédures","","N"
"117912","Procédures de désinfection d'équipements médicaux","Normes et procédés","Méthodes, procédés, procédures","","N"
"117918","Cuisine africaine","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117919","Cuisine chinoise","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117920","Cuisine indienne","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117921","Cuisine japonaise","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117922","Cuisine orientale","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117923","Cuisine espagnole","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117925","Cuisine nord-américaine","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117926","Cuisine libanaise","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117927","Cuisine du monde","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117928","Cuisine italienne","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117929","Cuisine thaïlandaise","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117930","Cuisine créole","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117931","Cuisine vietnamienne","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"117936","Comédie musicale","Domaines d'expertise","Arts et culture","","N"
"117945","Techniques de cardage de fibres textiles","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117947","Techniques de découpe et façonnage de mousse","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117948","Techniques de dépoussiérage/désinfection de mousse","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117951","Techniques d'émaillage","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117953","Techniques de sculpture de moulures et éléments décoratifs","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117954","Techniques d'incrustation de matériaux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117955","Instruments à vent","Produits, outils et matières","Instruments de musique","","N"
"117965","Techniques de craquelage","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117967","Décors par incision","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"117969","Procédés de craquelure","Normes et procédés","Méthodes, procédés, procédures","","N"
"117989","Progiciel de spécialité dentaire","Domaines d'expertise","Logiciels, progiciels","","O"
"117993","Anatomie et morphologie dentaire","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"117994","Prothèse, orthèse dentaire","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"118003","Histologie","Domaines d'expertise","Expertises scientifiques","","N"
"118008","Instruments de musique anciens","Produits, outils et matières","Instruments de musique","","N"
"118010","Pièces d'horlogerie anciennes","Produits, outils et matières","Objets d'art","","N"
"118011","Pièces d'orfèvrerie","Produits, outils et matières","Objets d'art","","N"
"118015","Pièces de céramique ancienne","Produits, outils et matières","Objets d'art","","N"
"118016","Produits de Grande Consommation (PGC)","Produits, outils et matières","Produits finis, services","","N"
"118017","Utilisation de métiers à tisser","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"118028","Propriété littéraire et artistique","Normes et procédés","Règlementations, normes","","N"
"118045","Physiologie humaine","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"118046","Cinésiologie","Domaines d'expertise","Expertises scientifiques","","N"
"118047","Rééducation fonctionnelle","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"118048","Psychologie du handicap","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"118050","Technologies rapportées aux bois et ses dérivés","Domaines d'expertise","Expertises techniques","","N"
"118051","Economie internationale","Domaines d'expertise","Expertises techniques","","N"
"118054","Techniques de conception d'une prothèse ou orthèse médicale","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"118055","Droit des personnes handicapées et loi du 11 février 2005 pour l’égalité des droits et des chances","Normes et procédés","Règlementations, normes","","N"
"118058","Lean management","Normes et procédés","Règlementations, normes","","N"
"118079","Produits de loisirs familiaux","Produits, outils et matières","Produits finis, services","","N"
"118080","Produits de loisirs","Produits, outils et matières","Produits finis, services","","N"
"118082","Matériel d'équipement de la maison","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"118098","Types de produits d'alimentation","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"118099","Produits de bricolage","Produits, outils et matières","Produits finis, services","","N"
"118100","Produits de jardinerie","Produits, outils et matières","Produits finis, services","","N"
"118102","Produits de téléphonie","Produits, outils et matières","Produits finis, services","","O"
"118104","Produits textiles et habillement","Produits, outils et matières","Mode, textile et accessoires","","N"
"118105","Produits jouets et loisirs","Produits, outils et matières","Produits finis, services","","N"
"118117","Produits de puériculture","Produits, outils et matières","Produits finis, services","","N"
"118119","Produits sport et loisirs","Produits, outils et matières","Produits finis, services","","N"
"118120","Produits d'hygiène et de parfumerie","Produits, outils et matières","Produits finis, services","","N"
"118121","Produits de librairie et papeterie","Produits, outils et matières","Produits finis, services","","N"
