"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"4","J'ai le sens du contact","510260","M1881","Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA)","non"
"4","J'ai le sens du contact","505","N1201","Affréteur / Affréteuse","non"
"4","J'ai le sens du contact","507","N1301","Responsable logistique","non"
"4","J'ai le sens du contact","510","N2101","Personnel Navigant Commercial - PNC -","non"
"4","J'ai le sens du contact","512","N2201","Agent / Agente d'Escale Commerciale aéroportuaire -AEC-","non"
"4","J'ai le sens du contact","489211","N2207","Agent / Agente d'accompagnement du transport","non"
"4","J'ai le sens du contact","510185","N3205","Assistant / Assistante d'exploitation du transport fluvial","non"
"4","J'ai le sens du contact","524","N4102","Conducteur / Conductrice de transport de particuliers","non"
"4","J'ai le sens du contact","525","N4103","Conducteur / Conductrice de bus","non"
"4","J'ai le sens du contact","526","N4104","Coursier / Coursière","non"
"4","J'ai le sens du contact","527","N4105","Conducteur-livreur / Conductrice-livreuse","non"
"4","J'ai le sens du contact","488591","N4108","Conducteur accompagnateur / Conductrice accompagnatrice de personnes à mobilité réduite","non"
"4","J'ai le sens du contact","488595","N4109","Conducteur / Conductrice d'autocar ligne régulière","oui"
"4","J'ai le sens du contact","488604","N4110","Releveur / Releveuse de compteurs","non"
"4","J'ai le sens du contact","489201","N4112","Chauffeur / Chauffeuse VTC","non"
"4","J'ai le sens du contact","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant","non"
"4","J'ai le sens du contact","489210","N4117","Conducteur / Conductrice d'attelage","non"
"4","J'ai le sens du contact","488874","N4119","Conducteur / Conductrice de tramway","non"
"4","J'ai le sens du contact","488881","N4120","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes","non"
"4","J'ai le sens du contact","488882","N4121","Aide-livreur / Aide-livreuse","non"
"4","J'ai le sens du contact","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice","non"
"4","J'ai le sens du contact","489226","N4124","Conducteur / Conductrice de taxi moto","non"
"4","J'ai le sens du contact","488935","N4125","Conducteur / Conductrice de transport routier d'animaux vivants","non"
"4","J'ai le sens du contact","489032","N4127","Conducteur / Conductrice de car tourisme","non"
"4","J'ai le sens du contact","489043","N4128","Conducteur / Conductrice de navette de moins de 9 personnes","non"
"4","J'ai le sens du contact","489225","N4129","Conducteur / Conductrice de corbillard","non"
"4","J'ai le sens du contact","489161","N4131","Chauffeur / Chauffeuse de direction","non"
"4","J'ai le sens du contact","489190","N4132","Contrôleur / Contrôleuse de bus","non"
"4","J'ai le sens du contact","512370","N4305","Conducteur / Conductrice de métro","non"
"4","J'ai le sens du contact","535","N4402","Conducteur / Conductrice de remontées mécaniques","non"
"5","J'ai le sens du service public","509634","A1305","Technicien / Technicienne des services vétérinaires","non"
"5","J'ai le sens du service public","509496","F1131","Géomètre du cadastre","non"
"5","J'ai le sens du service public","488912","F1622","Monteur / Monteuse en éclairage public","non"
"5","J'ai le sens du service public","181","G1102","Chargé / Chargée de promotion touristique","non"
"5","J'ai le sens du service public","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles","non"
"5","J'ai le sens du service public","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","non"
"5","J'ai le sens du service public","488314","H1513","Responsable de pharmacovigilance en industrie pharmaceutique","oui"
"5","J'ai le sens du service public","488330","H1514","Chargé / Chargée de pharmacovigilance en industrie pharmaceutique","non"
"5","J'ai le sens du service public","488565","H1521","Technicien / Technicienne de validation-qualification","oui"
"5","J'ai le sens du service public","510173","H2706","Opérateur / Opératrice de production en énergie nucléaire","non"
"5","J'ai le sens du service public","309","I1203","Agent / Agente d'entretien du bâtiment","non"
"5","J'ai le sens du service public","488571","I1204","Agent / Agente d'entretien des piscines","non"
"5","J'ai le sens du service public","510070","I1207","Agent / Agente de maintenance de mobilier urbain et publicitaire","non"
"5","J'ai le sens du service public","512362","I1322","Technicien / Technicienne de maintenance des automates bancaires","non"
"5","J'ai le sens du service public","488349","I1403","Technicien / Technicienne Datacenter","oui"
"5","J'ai le sens du service public","509388","J1112","Oncologue","non"
"5","J'ai le sens du service public","509405","J1113","Dermatologue","non"
"5","J'ai le sens du service public","509411","J1114","Rhumatologue","non"
"5","J'ai le sens du service public","509506","J1117","Hématologue","non"
"5","J'ai le sens du service public","509524","J1118","Radiologue","non"
"5","J'ai le sens du service public","509544","J1119","Chirurgien / Chirurgienne","non"
"5","J'ai le sens du service public","509560","J1120","Médecin phlébologue","non"
"5","J'ai le sens du service public","509562","J1121","Gastro-entérologue","non"
"5","J'ai le sens du service public","509770","J1126","Médecin du sport","non"
"5","J'ai le sens du service public","509785","J1128","Pneumologue","non"
"5","J'ai le sens du service public","342","J1305","Ambulancier / Ambulancière","oui"
"5","J'ai le sens du service public","509513","J1310","Auxiliaire ambulancier / Auxiliaire ambulancière","non"
"5","J'ai le sens du service public","351","J1407","Orthoptiste","non"
"5","J'ai le sens du service public","354","J1410","Prothésiste dentaire","non"
"5","J'ai le sens du service public","361","J1505","Infirmier / Infirmière de prévention","non"
"5","J'ai le sens du service public","489197","J1512","Infirmier / Infirmière de santé au travail","non"
"5","J'ai le sens du service public","372","K1205","Agent / Agente d'accueil social","non"
"5","J'ai le sens du service public","509376","K1213","Médiateur culturel / Médiatrice culturelle","non"
"5","J'ai le sens du service public","509756","K1220","Médiateur / Médiatrice en santé","non"
"5","J'ai le sens du service public","509911","K1222","Coordinateur / Coordinatrice d'équipes de médiation","non"
"5","J'ai le sens du service public","379","K1401","Cadre Dirigeant / Dirigeante d'administration centrale","non"
"5","J'ai le sens du service public","380","K1402","Médecin conseil","non"
"5","J'ai le sens du service public","382","K1404","Chargé / Chargée de mission développement territorial","oui"
"5","J'ai le sens du service public","383","K1405","Préfet / Préfète","oui"
"5","J'ai le sens du service public","404545","K1406","Secrétaire de mairie","oui"
"5","J'ai le sens du service public","509782","K1411","Médecin conseil en santé publique","non"
"5","J'ai le sens du service public","510287","K1412","Chargé / Chargée de mission aux relations internationales","oui"
"5","J'ai le sens du service public","510283","K1413","Directeur / Directrice d'établissement à caractère social","non"
"5","J'ai le sens du service public","509923","K1414","Chargé / Chargée de mission santé publique","non"
"5","J'ai le sens du service public","509935","K1416","Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)","non"
"5","J'ai le sens du service public","510045","K1418","Ambassadeur / Ambassadrice","oui"
"5","J'ai le sens du service public","384","K1501","Agent / Agente d'administration principal(e) des douanes","non"
"5","J'ai le sens du service public","385","K1502","Inspecteur / Inspectrice du travail","non"
"5","J'ai le sens du service public","386","K1503","Contrôleur / Contrôleuse des impôts","non"
"5","J'ai le sens du service public","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public","non"
"5","J'ai le sens du service public","388","K1505","Inspecteur / Inspectrice des douanes","non"
"5","J'ai le sens du service public","509359","K1506","Inspecteur / Inspectrice de la concurrence, de la consommation et de la répression des fraudes","non"
"5","J'ai le sens du service public","509377","K1507","Chef / Cheffe de centre des impôts","non"
"5","J'ai le sens du service public","509493","K1508","Agent / Agente de conservation des hypothèques","non"
"5","J'ai le sens du service public","510301","K1509","Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes","non"
"5","J'ai le sens du service public","509669","K1510","Contrôleur / Contrôleuse du Trésor public","non"
"5","J'ai le sens du service public","509890","K1511","Inspecteur / Inspectrice des impôts","non"
"5","J'ai le sens du service public","509772","K1512","Chef / Cheffe de poste du Trésor public","non"
"5","J'ai le sens du service public","509784","K1513","Chargé / Chargée de l'exécution de la dépense publique","non"
"5","J'ai le sens du service public","389","K1601","Documentaliste","non"
"5","J'ai le sens du service public","390","K1602","Conservateur / Conservatrice du patrimoine","non"
"5","J'ai le sens du service public","488327","K1603","Bibliothécaire","non"
"5","J'ai le sens du service public","488610","K1604","Directeur / Directrice d'établissement culturel","non"
"5","J'ai le sens du service public","488727","K1605","Commissaire d'exposition","non"
"5","J'ai le sens du service public","488758","K1606","Responsable de la conservation préventive","non"
"5","J'ai le sens du service public","489080","K1607","Conservateur / Conservatrice des antiquités et objets d'art","non"
"5","J'ai le sens du service public","392","K1702","Responsable de sécurité civile et de secours","non"
"5","J'ai le sens du service public","394","K1704","Officier / Officière de police","non"
"5","J'ai le sens du service public","396","K1706","Agent / Agente de la force publique","non"
"5","J'ai le sens du service public","397","K1707","Policier municipal / Policière municipale","non"
"5","J'ai le sens du service public","488320","K1709","Commissaire de police","non"
"5","J'ai le sens du service public","488345","K1710","Officier de police judiciaire / Officière de police judiciaire","non"
"5","J'ai le sens du service public","488593","K1711","Surveillant pénitentiaire / Surveillante pénitentiaire","oui"
"5","J'ai le sens du service public","488892","K1714","Missilier / Missilière artillerie","non"
"5","J'ai le sens du service public","488907","K1716","Chef / Cheffe de service pénitentiaire","non"
"5","J'ai le sens du service public","489167","K1719","Chef / Cheffe de police municipale","non"
"5","J'ai le sens du service public","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","oui"
"5","J'ai le sens du service public","489212","K1721","Technicien / Technicienne en investigation criminelle","oui"
"5","J'ai le sens du service public","489180","K1722","Conducteur / Conductrice d'autorité de l'armée","non"
"5","J'ai le sens du service public","510600","K1727","Chargé / Chargée du guidage d’aéronef militaire","non"
"5","J'ai le sens du service public","509661","K1805","Chargé / Chargée de développement social","non"
"5","J'ai le sens du service public","510049","K1810","Agent / Agente de développement d'habitat social","non"
"5","J'ai le sens du service public","403","K1904","Juge","non"
"5","J'ai le sens du service public","510190","K1909","Greffier / Greffière","non"
"5","J'ai le sens du service public","510013","K1910","Commissaire à la Cour des comptes","non"
"5","J'ai le sens du service public","406","K2103","Chef / Cheffe d'établissement d'enseignement","non"
"5","J'ai le sens du service public","407","K2104","Surveillant / Surveillante en milieu scolaire","non"
"5","J'ai le sens du service public","409","K2106","Professeur / Professeure des écoles","non"
"5","J'ai le sens du service public","410","K2107","Professeur / Professeure de collège et de lycée","non"
"5","J'ai le sens du service public","411","K2108","Professeur / Professeure des universités","non"
"5","J'ai le sens du service public","412","K2109","Professeur / Professeure d'enseignement technologique","non"
"5","J'ai le sens du service public","413","K2110","Enseignant / Enseignante de la conduite et de la sécurité routière","non"
"5","J'ai le sens du service public","509370","K2120","Directeur / Directrice d'établissement d'enseignement supérieur","non"
"5","J'ai le sens du service public","509515","K2121","Directeur / Directrice de conservatoire musique et danse","non"
"5","J'ai le sens du service public","509533","K2123","Responsable programme enseignement supérieur","non"
