"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"E1115","3","definition","6","Implémente des stratégies pour améliorer l''expérience utilisateur en collaboration avec les designers de jeu"
"E1115","3","definition","7","Présente le projet à des parties prenantes et des investisseurs pour obtenir des retours et financements"
"E1115","4","acces_metier","1","Cet emploi est accessible avec un diplôme Bac +5 master en création et production de jeux vidéo, arts numériques ou game design."
"E1116","3","definition","1","Le Responsable d''édition en presse organise et coordonne la production éditoriale, définit la stratégie et les projets d''édition numérique, développe la visibilité de marque sur internet."
"E1116","3","definition","2","Supervise la ligne éditoriale et assure la cohérence des contenus publiés"
"E1116","3","definition","3","Coordonne les équipes de rédaction et optimise les processus de travail"
"E1116","3","definition","4","Développe des stratégies pour augmenter la portée et l''impact des publications"
"E1116","3","definition","5","Assure la qualité et la véracité des informations diffusées"
"E1116","3","definition","6","Gère les relations avec les auteurs, journalistes et autres contributeurs"
"E1116","3","definition","7","Analyse les tendances du marché pour adapter les contenus aux attentes des lecteurs"
"E1116","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+3 à Bac+5 dans les domaines de l''édition ou de la presse, des sciences politiques."
"E1117","3","definition","1","L''organisateur d''activités événementielles tel le wedding planner conçoit et organise des événements pour des particuliers."
"E1117","3","definition","2","Conçoit et organise des événements privés tels que mariages, anniversaires et autres célébrations"
"E1117","3","definition","3","Coordonne tous les aspects de l''événement, de la sélection du lieu à la gestion des fournisseurs"
"E1117","3","definition","4","Propose des concepts créatifs et personnalisés adaptés aux besoins et au budget des clients"
"E1117","3","definition","5","Assure la gestion logistique le jour de l''événement pour garantir un déroulement fluide"
"E1117","3","definition","6","Négocie avec les prestataires pour obtenir les meilleurs tarifs tout en maintenant la qualité"
"E1117","3","definition","7","Fournit un suivi post-événement pour s''assurer de la satisfaction client et recueillir les retours"
"E1117","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac +3 en communication, événementiel ou marketing."
"E1118","3","definition","1","Le présentateur journaliste est chargé du traitement et de la diffusion des diverses facettes de l''actualité à l''antenne."
"E1118","3","definition","2","Prépare et présente les informations télévisées ou radiophoniques"
"E1118","3","definition","3","Analyse et sélectionne les informations pertinentes à diffuser"
"E1118","3","definition","4","Interviewe des invités et conduit des débats sur des sujets d''actualité"
"E1118","3","definition","5","Collabore avec une équipe de rédaction pour développer des segments d''émission"
"E1118","3","definition","6","Peut travailler sur le terrain pour couvrir des événements en direct"
"E1118","3","definition","7","Assure la liaison avec les téléspectateurs ou auditeurs via les médias sociaux ou autres plateformes interactives"
"E1118","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +3 à Bac +5 en journalisme, sciences politiques ou communication."
"E1119","3","definition","1","Le Concepteur rédacteur est chargé de créer et d’optimiser les contenus textuels des sites internet pour captiver l''attention des internautes, tout en respectant les règles du référencement naturel."
"E1119","3","definition","2","Crée des contenus originaux et percutants pour des campagnes publicitaires"
"E1119","3","definition","3","Adapte le ton et le style des messages selon les plateformes et les publics cibles"
"E1119","3","definition","4","Travaille les textes pour en garantir la clarté, la grammaire et la pertinence"
"E1119","3","definition","5","Collabore étroitement avec les équipes de graphistes et de marketeurs pour aligner le texte et le design"
"E1119","3","definition","6","Effectue des recherches approfondies pour produire des contenus informatifs et attractifs"
"E1119","3","definition","7","Peut gérer des projets de contenu de bout en bout, de la conception à la publication"
"E1119","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en communication ou publicité. Les formations pertinentes incluent un BTS Communication, un DUT Information-Communication option publicité, une Licence en communication, une Licence professionnelle métiers de la publicité, ou un Master en communication."
"E1120","3","definition","1","Le Chef de projets traduction pilote l''organisation et la conduite des projets de traduction dans leur intégralité, du recueil des besoins jusqu''à la livraison au client."
"E1120","3","definition","2","Coordonne les traducteurs et les ressources nécessaires pour mener à bien les projets de traduction"
"E1120","3","definition","3","Assure la qualité des traductions et le respect des délais de livraison"
"E1120","3","definition","4","Gère la communication entre les clients et les équipes de traducteurs"
"E1120","3","definition","5","Optimise les processus de traduction pour améliorer l''efficacité et réduire les coûts"
"E1120","3","definition","6","Peut participer à la traduction de documents complexes nécessitant une expertise spécifique"
"E1120","3","definition","7","Supervise la mise à jour des bases de données terminologiques et des mémoires de traduction"
"E1120","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+5 en langues étrangères ou traduction."
"E1121","3","definition","1","La ou le secrétaire de rédaction est un maillon essentiel de la chaine de production éditoriale qui prend en charge la qualité des contenus, avant publication."
"E1121","3","definition","2","Assiste les rédacteurs et journalistes dans la recherche documentaire et la vérification des informations"
"E1121","3","definition","3","Vérifie et corrige des contenus rédactionnels et visuels"
"E1121","3","definition","4","Met en forme et valorise les articles et autres textes avant publication"
"E1121","3","definition","5","Gère les délais et les priorités pour garantir la ponctualité des publications"
"E1121","3","definition","6","Peut contribuer à la rédaction de contenu en fonction des besoins de l''équipe éditoriale"
"E1121","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+ 3 à Bac+ 5 dans le domaine de l''information ou de la communication, journalisme, lettres."
"E1122","3","definition","1","Le Transcripteur adaptateur est un expert de la transcription, à l''oral et à l''écrit, de dialogues ou documents pour permettre l''accessibilité de l''information à tous."
"E1122","3","definition","2","Fournit des services de transcription en temps réel de débats, conférences, réunions ou lors d''entretiens nécessitant une accessibilité immédiate"
"E1122","3","definition","3","Adapte des documents spécialisés pour des formats accessibles, tels que le braille ou la Langue française Parlée Complétée (LPC)"
