"code_ogr","nature","libelle_competence","definition","code_ogr_macro_comp","code_macro_comp","cat_comp","sous_cat_comp","transition_eco","transition_num","libelle_heterogeneite","libelle_origine"
"402267","Compétence","Assurer la maintenance de premier niveau de ses outils de travail","","300183","","Savoir-faire","Technique","","N","",""
"402268","Compétence","Réaliser la peinture, le vernissage, l'enduit ou la laque de petits objets ou de grandes surfaces","","300214","","Savoir-faire","Technique","","N","",""
"402270","Compétence","Réaliser un diagnostic de fonctionnement et contrôler les machines, installations et équipements","","300185","","Savoir-faire","Technique","","N","",""
"402275","Compétence","Proposer des solutions innovantes pour résoudre des problèmes techniques","","300077","","Savoir-faire","Technique","","N","",""
"402277","Compétence","Rédiger et élaborer des notices et fiches techniques","","300126","","Savoir-faire","Technique expert","","N","",""
"402279","Compétence","Régler les paramètres d'usinage","","300139","","Savoir-faire","Technique","","N","",""
"402289","Compétence","Assurer le respect des réglementations environnementales","","300446","","Savoir-faire","Transverse","O","N","",""
"402290","Compétence","Respecter les consignes relatives aux rejets des fluides dans l'environnement","","300446","","Savoir-faire","Transverse","O","N","",""
"402291","Compétence","Assurer le respect des normes de qualité","","300258","","Savoir-faire","Technique expert","","N","",""
"402294","Compétence","Respecter les normes de sécurité","","300446","","Savoir-faire","Transverse","","N","",""
"402296","Compétence","S'assurer de la qualité des équipements et des interventions","","300172","","Savoir-faire","Technique expert","","N","",""
"402297","Compétence","S'assurer du respect des règles de cybersécurité","","300149","","Savoir-faire","Technique expert","","O","",""
"402298","Compétence","Se conformer à des standards de production","","300448","","Savoir-faire","Transverse","","N","",""
"402299","Compétence","Sensibiliser et former les personnels aux consignes de sécurité et de prévention","","300021","","Savoir-faire","Technique expert","","N","",""
"402301","Compétence","S'inscrire dans une démarche d'optimisation matière","","300310","","Savoir-faire","Technique","","N","",""
"402302","Compétence","S'intégrer dans l'équipe et faire preuve de coopération","","300468","","Savoir-faire","Transverse","","N","",""
"402305","Compétence","Gérer les stocks de matières premières et de consommables","","300261","","Savoir-faire","Technique","","N","",""
"402310","Compétence","Traduire les demandes de l'entreprise en solutions techniques","","300188","","Savoir-faire","Technique expert","","N","",""
"402314","Compétence","Utiliser des appareils de tests (pression, débit, vibration, ...) et de mesure électrique","","300172","","Savoir-faire","Technique expert","","N","",""
"402316","Compétence","Utiliser des logiciels de conception assistée par ordinateur","","300428","","Savoir-faire","Transverse","","O","",""
"402317","Compétence","Utiliser des logiciels de conception 3D","","300428","","Savoir-faire","Transverse","","O","",""
"402319","Compétence","Utiliser des logiciels de modélisation et simulation","","300428","","Savoir-faire","Transverse","","O","",""
"402321","Compétence","Utiliser des méthodes d'organisation du travail","","300398","","Savoir-faire","Technique expert","","N","",""
"402322","Compétence","Utiliser la fabrication additive pour prototyper et façonner des produits","","300073","","Savoir-faire","Technique","","N","",""
"402323","Compétence","Utiliser les outils du Supply Chain Risk Management (SCRM)","","300428","","Savoir-faire","Transverse","","N","",""
"402328","Compétence","Vérifier la conformité des pièces par rapport à l'ordre de fabrication","","404525","","Savoir-faire","Technique","","N","",""
"403000","Macro-compétence","Comprendre et savoir exprimer ses émotions","","","6A202","Savoir-faire","Transverse","","O","Homogène",""
"403001","Compétence","Analyser une situation et produire un diagnostic RH","","300456","","Savoir-faire","Technique expert","","N","",""
"403002","Compétence","Récolter les produits de la mer","","300206","","Savoir-faire","Technique","","N","",""
"403003","Compétence","Entretenir un espace vert","","300292","","Savoir-faire","Technique","","N","",""
"403004","Compétence","Façonner des éléments en bois sur machine à commandes numériques ou automatisées","","300165","","Savoir-faire","Technique","","N","",""
"403009","Macro-compétence","Gérer les ressources humaines","","","1C201","Savoir-faire","Technique expert","","","Homogène",""
"403010","Macro-compétence","Réaliser des opérations liées à la gestion des ressources humaines","","","4A110","Savoir-faire","Technique expert","","","Très homogène",""
"403011","Compétence","Analyser les besoins spécifiques des clients","","300366","","Savoir-faire","Technique","N","N","",""
"403012","Compétence","Informer sur les modalités de la prescription","","300057","","Savoir-faire","Technique","","N","",""
"403013","Compétence","Préparer ou réchauffer des pains et des viennoiseries","","300089","","Savoir-faire","Technique","","N","",""
"403014","Compétence","Réceptionner et contrôler le prélèvement et ses indications avant analyse","","300263","","Savoir-faire","Technique","","N","",""
"403015","Compétence","Garantir la satisfaction du client","","300364","","Savoir-faire","Technique","","N","",""
"403016","Compétence","Déterminer la charge de fluide frigorigène","","402007","","Savoir-faire","Technique","","N","",""
"403017","Compétence","Tirer au vide l'installation et charger le circuit","","402007","","Savoir-faire","Technique","","N","",""
"403060","Compétence","Organiser l'intégration des enfants en période d'adaptation","","404512","","Savoir-faire","Technique","","N","",""
"403061","Compétence","Interroger ses pratiques managériales pour identifier des axes d'amélioration","","403070","","Savoir-faire","Technique expert","","N","",""
"403062","Compétence","Proposer des solutions et mesures correctives aux conducteurs de travaux ou responsables des sites de production","","300082","","Savoir-faire","Technique expert","","N","",""
"403063","Compétence","Réaliser les finitions (meulage, ébavurage, redressage)","","300256","","Savoir-faire","Technique expert","","N","",""
"403064","Compétence","Porter, faire comprendre la stratégie de l'organisation","","403070","","Savoir-faire","Technique expert","","N","",""
"403065","Compétence","Organiser le collectif de travail en déclinant les directives et la politique de l'entreprise","","403070","","Savoir-faire","Technique expert","","N","",""
"403066","Compétence","Animer l'équipe en présentiel ou à distance","","300440","","Savoir-faire","Technique expert","","N","",""
"403067","Compétence","Coordonner l'activité de l'équipe en s'assurant de sa mobilisation","","300440","","Savoir-faire","Technique expert","","N","",""
"403068","Compétence","Donner le sens des actions à conduire","","300440","","Savoir-faire","Technique expert","","N","",""
"403069","Compétence","Décider, arbitrer dans des environnements contraints","","300436","","Savoir-faire","Technique expert","","N","",""
"403070","Macro-compétence","Mettre en œuvre les directives et la politique de l'entreprise","","","1B208","Savoir-faire","Technique expert","","","Homogène",""
"403284","Compétence","Assurer des missions de représentation à l'externe (clients, organisations représentatives, marques, agences, médias...)","","300122","","Savoir-faire","Technique expert","N","N","",""
"403285","Compétence","Fournir un service de qualité","","300364","","Savoir-faire","Technique","N","N","",""
"403286","Compétence","Créer, ouvrir les comptes des nouveaux clients (propositions commerciales, devis, commande/contrat, informations nécessaires à la livraison et à la facturation)","","404517","","Savoir-faire","Technique expert","N","N","",""
"403287","Compétence","Suivre, animer et développer son portefeuille clients dans le périmètre attitré (géographique, sectoriel…)","","300371","","Savoir-faire","Technique","N","N","",""
"403288","Compétence","Participer à la définition précise et à l'actualisation du profil des prospects à démarcher au regard du secteur d'activité et du profil d'entreprise","","300371","","Savoir-faire","Technique","N","N","",""
"403289","Compétence","Assurer le conseil itinérant aux clients et prospects en zone rurale","","300367","","Savoir-faire","Technique","N","N","",""
"403290","Compétence","Organiser les postes de travail et définir les process sur le chantier conformément aux normes de sécurité, de qualité et de budget prévues au cahier des charges","","300236","","Savoir-faire","Technique","N","N","",""
